TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRKM6;7,02;;-0,61;-0,36;0,07;2,02;-3,44;-13,68;-2,44;-21,84;-18,74;;0,08;-0,52;-0,11;0,71;-58,03;-12,04;-56,79;-0,21;1,21;0,88;3,85;;1.783,33;-19,74;-11,46;0,39;7.114.771.896,72
BRML3;8,26;;8,11;0,55;0,33;89,41;94,72;50,62;4,33;5,65;1,32;0,17;4,11;5,08;-0,36;5,35;6,81;4,09;7,54;0,60;0,39;0,08;12,43;;;14,96;1,02;0,27;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,72;12,86;11,15;0,00;-0,68;-0,68;-0,50;0,00;0,00;0,00;1,45;64,30;16,56;22,40;0,26;0,74;1,49;2,94;10,19;;0,77;0,50;0,00;0,00
BRSR3;17,40;9,12;4,04;0,61;0,04;29,07;9,22;7,76;3,40;3,13;;;0,31;1,89;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;66.603,43;28,50;4,31;0,03;6.551.326.208,08
BRSR5;17,01;9,55;3,95;0,60;0,04;29,07;9,22;7,76;3,32;3,13;;;0,31;1,84;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;513,40;28,50;4,31;0,03;6.551.326.208,08
BRSR6;14,63;10,85;3,40;0,51;0,04;29,07;9,22;7,76;2,86;3,13;;;0,26;1,59;-0,04;3.974,74;15,11;1,07;;0,07;0,93;0,14;24,08;23,23;23.869.594,71;28,50;4,31;0,03;6.551.326.208,08
BRST3;2,75;1,49;10,39;0,77;0,30;42,40;14,96;8,46;5,88;10,91;5,03;0,66;0,88;2,97;-0,42;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;1.229.700,90;3,56;0,26;-0,87;1.204.520.726,75
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;3,68;7,91;2,21;0,45;0,02;35,96;11,12;7,43;1,48;1,52;;;0,16;-0,91;-0,02;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;128.429,60;8,20;1,66;0,00;1.835.643.185,32
BSLI4;3,96;8,09;2,38;0,48;0,03;35,96;11,12;7,43;1,59;1,52;;;0,18;-0,98;-0,03;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;112.687,35;8,20;1,66;0,00;1.835.643.185,32
BTTL4;11.091,73;;362.262,44;3.915,19;2.939,92;98,76;-11,57;18,73;-586.581,52;-71,97;29,57;-0,20;67.858,96;18.948,09;-3.580,45;7,54;1,08;0,81;-2,71;0,75;0,25;0,04;-64,98;-50,87;;2,83;0,03;-3.934,56;28.532.290,56
CALI3;24,96;3,62;4,26;0,87;0,17;28,23;16,39;9,51;2,47;4,61;2,13;0,75;0,41;0,28;-0,68;4,51;20,34;3,87;8,51;0,19;0,63;0,41;64,84;83,96;3.166,69;28,79;5,86;0,03;174.440.448,00
CALI4;50,00;;8,54;1,74;0,33;28,23;16,39;9,51;4,95;4,61;2,13;0,75;0,81;0,56;-1,36;4,51;20,34;3,87;8,51;0,19;0,63;0,41;64,84;83,96;;28,79;5,86;0,06;174.440.448,00
CAMB3;9,97;12,26;6,11;1,32;1,08;49,37;17,14;17,94;6,40;5,54;-0,86;-0,18;1,10;2,88;-2,23;3,67;21,59;17,67;18,88;0,82;0,18;0,99;19,61;25,66;212.085,24;7,56;1,63;-0,77;421.482.547,60
CAMB4;6,25;;3,83;0,83;0,68;49,37;17,14;17,94;4,01;5,54;-0,86;-0,18;0,69;1,81;-1,40;3,67;21,59;17,67;18,88;0,82;0,18;0,99;19,61;25,66;;7,56;1,63;-0,48;421.482.547,60
CAML3;5,62;6,52;8,45;0,65;0,18;22,65;5,83;2,01;2,92;7,78;4,82;1,08;0,17;0,73;-0,37;1,95;7,72;2,16;5,36;0,28;0,72;1,07;8,28;-12,83;8.008.209,43;8,62;0,67;-0,45;1.995.000.000,00
CASH3;4,45;;-7,11;1,12;0,92;-8,90;-8,90;-14,83;-11,84;-9,69;2,15;-0,20;1,05;4,06;-1,43;2,68;-15,69;-12,89;-23,72;0,82;0,17;0,87;29,70;;4.568.076,86;3,99;-0,63;-0,02;503.856.131,65
CASN3;8,77;0,49;27,35;3,84;1,70;50,63;29,44;17,74;16,49;17,62;3,69;0,86;4,85;226,63;-2,03;1,05;14,04;6,20;9,02;0,44;0,56;0,35;13,65;27,77;;2,28;0,32;1,78;8.853.637.450,79
CASN4;6,07;0,78;18,93;2,66;1,17;50,63;29,44;17,74;11,41;17,62;3,69;0,86;3,36;156,86;-1,40;1,05;14,04;6,20;9,02;0,44;0,56;0,35;13,65;27,77;;2,28;0,32;1,23;8.853.637.450,79
CATA3;103,61;6,63;1,27;0,07;0,04;24,36;4,09;4,24;1,32;9,16;7,85;0,44;0,05;0,13;-0,09;1,80;5,79;2,75;1,40;0,48;0,52;0,65;16,54;;;1.405,93;81,36;-0,03;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;24,36;4,09;4,24;0,00;9,16;7,85;0,44;0,00;0,00;0,00;1,80;5,79;2,75;1,40;0,48;0,52;0,65;16,54;;;1.405,93;81,36;0,00;14.940.354,78
CBAV3;10,69;0,41;56,82;1,50;0,49;8,35;4,96;1,40;16,03;23,25;7,22;0,68;0,79;2,77;-0,74;2,11;2,65;0,87;2,32;0,33;0,66;0,62;10,19;;32.831.396,70;7,11;0,19;-1,76;6.959.967.130,93
CBEE3;11,95;;106,63;0,54;0,24;17,53;8,99;0,50;5,95;11,21;5,25;0,48;0,54;-2,34;-0,31;0,68;0,51;0,23;5,72;0,45;0,55;0,45;9,42;0,75;2.021,88;22,00;0,11;-1,15;5.416.026.118,85
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;11,58;4,50;6,11;0,96;0,41;55,84;12,79;7,32;3,49;3,62;0,13;0,04;0,45;2,22;-0,77;1,67;15,79;6,78;16,90;0,43;0,57;0,93;14,34;;95.725.995,48;12,01;1,90;0,12;3.569.477.887,44
CEBR3;28,00;20,02;12,09;2,13;1,48;43,60;43,01;34,89;9,81;8,37;-1,85;-0,40;4,22;3,78;-2,79;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;187.026,30;13,12;2,32;-1,62;2.103.272.028,75
CEBR5;26,28;15,00;11,35;2,00;1,39;43,60;43,01;34,89;9,21;8,37;-1,85;-0,40;3,96;3,54;-2,62;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;59.991,30;13,12;2,32;-1,52;2.103.272.028,75
CEBR6;30,35;20,32;13,11;2,31;1,60;43,60;43,01;34,89;10,63;8,37;-1,85;-0,40;4,57;4,09;-3,02;5,89;17,65;12,21;11,92;0,69;0,14;0,35;14,87;-17,34;213.658,65;13,12;2,32;-1,76;2.103.272.028,75
CEDO3;10,00;;-1,80;0,39;0,11;21,93;1,79;-7,04;7,07;31,92;26,34;1,44;0,13;-5,93;-0,18;0,96;-21,39;-5,97;-1,48;0,28;0,72;0,85;6,02;;1.077,33;25,95;-5,55;0,01;78.921.880,64
CEDO4;5,09;;-0,92;0,20;0,05;21,93;1,79;-7,04;3,60;31,92;26,34;1,44;0,06;-3,02;-0,09;0,96;-21,39;-5,97;-1,48;0,28;0,72;0,85;6,02;;62.162,53;25,95;-5,55;0,01;78.921.880,64
CEEB3;48,25;12,01;6,76;1,56;0,34;28,41;22,19;9,79;2,98;7,69;4,39;2,30;0,66;5,29;-0,43;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;17.442,58;30,94;7,14;1,02;14.014.660.279,29
CEEB5;43,01;13,47;6,02;1,39;0,30;28,41;22,19;9,79;2,66;7,69;4,39;2,30;0,59;4,71;-0,39;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;6.510,50;30,94;7,14;0,91;14.014.660.279,29
CEEB6;60,68;10,50;8,50;1,96;0,42;28,41;22,19;9,79;3,75;7,69;4,39;2,30;0,83;6,65;-0,55;1,39;23,08;4,96;13,79;0,21;0,79;0,51;10,25;8,96;;30,94;7,14;1,29;14.014.660.279,29
CEED3;9,79;;-0,90;-0,16;0,07;16,84;5,82;-11,53;1,79;20,60;18,81;;0,10;2,08;-0,10;1,10;-17,21;-7,37;9,85;-0,43;1,43;0,64;12,16;;0,00;-63,17;-10,87;-0,02;669.890.347,64
CEED4;20,00;;-1,84;-0,32;0,14;16,84;5,82;-11,53;3,65;20,60;18,81;;0,21;4,26;-0,20;1,10;-17,21;-7,37;9,85;-0,43;1,43;0,64;12,16;;;-63,17;-10,87;-0,03;669.890.347,64
CEGR3;39,00;;15,11;4,64;2,12;35,52;24,21;14,33;8,95;9,23;0,28;0,14;2,17;-36,19;-2,82;0,81;30,72;14,05;27,96;0,46;0,54;0,98;8,58;13,74;4.159,80;8,40;2,58;0,66;10.125.871.548,00
CEPE3;125,26;;55,58;13,86;2,29;21,38;14,84;7,33;27,46;33,20;6,21;3,13;4,08;80,24;-3,13;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,12;36.443.231.491,42
CEPE5;40,12;;17,80;4,44;0,73;21,38;14,84;7,33;8,80;33,20;6,21;3,13;1,31;25,70;-1,00;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,04;36.443.231.491,42
CEPE6;43,00;;19,08;4,76;0,79;21,38;14,84;7,33;9,43;33,20;6,21;3,13;1,40;27,55;-1,08;1,12;24,94;4,13;7,64;0,17;0,83;0,56;4,82;25,18;;9,03;2,25;0,04;36.443.231.491,42
CESP3;25,55;;52,81;1,80;0,62;26,49;46,93;9,10;10,24;16,89;6,73;1,18;4,81;11,87;-0,69;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,62;8.302.192.833,55
CESP5;25,00;;51,67;1,76;0,61;26,49;46,93;9,10;10,02;16,89;6,73;1,18;4,70;11,61;-0,68;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,60;8.302.192.833,55
CESP6;25,25;;52,19;1,78;0,62;26,49;46,93;9,10;10,12;16,89;6,73;1,18;4,75;11,73;-0,68;2,18;3,40;1,18;6,10;0,35;0,65;0,13;-2,26;-37,99;;14,21;0,48;-0,61;8.302.192.833,55
CGAS3;123,99;6,55;10,67;9,54;1,00;32,89;28,19;14,41;5,46;8,29;2,84;4,97;1,54;5,44;-1,49;2,23;89,41;9,33;19,37;0,10;0,90;0,65;6,86;6,00;16.460,83;12,99;11,62;-0,86;16.431.227.582,13
CGAS5;123,99;7,21;10,67;9,54;1,00;32,89;28,19;14,41;5,46;8,29;2,84;4,97;1,54;5,44;-1,49;2,23;89,41;9,33;19,37;0,10;0,90;0,65;6,86;6,00;204.035,40;12,99;11,62;-0,86;16.431.227.582,13
CGRA3;24,55;28,04;6,85;0,66;0,46;54,57;8,39;11,42;9,32;7,40;-2,51;-0,18;0,78;1,91;-0,80;2,36;9,58;6,74;6,45;0,70;0,30;0,59;10,60;3,58;39.408,65;37,40;3,58;-0,38;616.631.107,36
CGRA4;25,43;27,07;7,09;0,68;0,48;54,57;8,39;11,42;9,65;7,40;-2,51;-0,18;0,81;1,98;-0,82;2,36;9,58;6,74;6,45;0,70;0,30;0,59;10,60;3,58;153.262,95;37,40;3,58;-0,39;616.631.107,36
CIEL3;5,83;;8,70;1,38;0,14;37,28;17,11;16,85;8,57;12,00;3,42;0,55;1,47;1,04;-1,55;1,17;15,88;1,57;4,37;0,10;0,88;0,09;-0,43;30,00;;4,22;0,67;0,24;15.839.031.805,63
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40
CLSC3;129,99;1,10;6,89;1,21;0,35;15,84;11,16;5,86;3,62;7,25;3,44;1,15;0,40;15,46;-0,49;1,08;17,57;5,03;12,90;0,29;0,71;0,86;6,08;7,00;27.434,06;107,37;18,86;-5,64;5.288.150.116,69
CLSC4;141,89;1,11;7,52;1,32;0,38;15,84;11,16;5,86;3,95;7,25;3,44;1,15;0,44;16,88;-0,54;1,08;17,57;5,03;12,90;0,29;0,71;0,86;6,08;7,00;317.528,65;107,37;18,86;-6,15;5.288.150.116,69
CMIG3;16,01;7,93;9,47;1,59;0,67;16,39;15,39;11,15;6,86;8,04;2,67;0,62;1,06;-43,17;-0,85;0,93;16,75;7,10;12,58;0,42;0,58;0,64;11,13;11,05;1.360.104,86;10,09;1,69;-0,31;35.814.933.222,95
CMIG4;10,76;11,79;6,37;1,07;0,45;16,39;15,39;11,15;4,61;8,04;2,67;0,62;0,71;-29,02;-0,57;0,93;16,75;7,10;12,58;0,42;0,58;0,64;11,13;11,05;171.476.693,80;10,09;1,69;-0,21;35.814.933.222,95
CMIN3;4,66;8,25;11,36;3,58;0,74;45,85;27,00;12,51;5,26;5,32;0,06;0,04;1,42;7,33;-1,18;1,37;31,49;6,52;21,50;0,21;0,79;0,52;5,50;-11,17;39.151.328,10;1,30;0,41;-0,30;25.313.327.547,08
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;33,32;;5,69;0,51;0,17;20,76;17,09;5,26;1,75;5,43;4,08;1,19;0,30;-1,21;-0,21;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;1.110,67;64,97;5,85;0,16;2.201.462.375,53
COCE5;33,46;;5,72;0,52;0,17;20,76;17,09;5,26;1,76;5,43;4,08;1,19;0,30;-1,21;-0,21;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;454.588,48;64,97;5,85;0,16;2.201.462.375,53
COCE6;12,83;;2,19;0,20;0,07;20,76;17,09;5,26;0,68;5,43;4,08;1,19;0,12;-0,46;-0,08;0,56;9,01;3,03;12,51;0,34;0,66;0,58;9,35;13,76;;64,97;5,85;0,06;2.201.462.375,53
COGN3;2,50;5,16;7,68;0,38;0,21;66,92;18,80;8,92;3,64;7,41;3,76;0,39;0,68;2,62;-0,27;1,65;4,94;2,77;6,92;0,56;0,44;0,31;5,90;;65.469.279,81;6,59;0,33;-0,24;5.160.667.077,50
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CPFE3;43,39;8,60;8,68;2,06;0,60;31,30;24,50;12,79;4,53;6,88;2,35;1,07;1,11;19,96;-0,78;1,15;23,72;6,86;15,41;0,29;0,70;0,54;7,50;9,61;96.546.605,57;21,09;5,00;1,08;49.996.320.151,60
CPLE3;14,56;5,67;16,00;1,82;0,69;21,88;18,94;9,95;8,40;11,91;3,51;0,76;1,59;12,24;-0,87;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;388.688.051,86;7,99;0,91;-2,06;43.429.722.201,38
CPLE5;10,98;;12,06;1,37;0,52;21,88;18,94;9,95;6,34;11,91;3,51;0,76;1,20;9,23;-0,66;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;408.011.897,00;7,99;0,91;-1,55;43.429.722.201,38
CPLE6;14,22;;15,62;1,78;0,67;21,88;18,94;9,95;8,21;11,91;3,51;0,76;1,55;11,95;-0,85;1,37;11,39;4,31;9,59;0,38;0,62;0,43;6,99;-7,01;121.075.705,00;7,99;0,91;-2,01;43.429.722.201,38
CPRE3;18,23;;9,52;2,23;1,03;59,96;48,11;30,42;6,02;6,28;0,26;0,09;2,90;-16,55;-1,25;0,74;23,44;10,78;17,13;0,46;0,53;0,35;10,10;7,48;;8,17;1,91;-3,84;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;8,48;0,01;9,84;0,83;0,19;18,14;3,75;1,52;3,99;8,47;4,49;0,94;0,15;5,86;-0,36;1,07;8,48;1,89;8,28;0,22;0,76;1,25;14,00;12,41;122.254.636,00;10,16;0,86;0,00;17.884.800.909,28
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00
CRPG3;18,00;;-6,49;0,95;0,55;-4,05;-11,55;-9,62;-5,41;-4,69;0,37;-0,06;0,62;1,81;-1,56;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;1.978,33;18,96;-2,77;0,21;489.143.231,76
CRPG5;16,24;;-5,86;0,86;0,50;-4,05;-11,55;-9,62;-4,88;-4,69;0,37;-0,06;0,56;1,63;-1,41;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;50.184,30;18,96;-2,77;0,19;489.143.231,76
CRPG6;16,81;;-6,06;0,89;0,52;-4,05;-11,55;-9,62;-5,05;-4,69;0,37;-0,06;0,58;1,69;-1,45;1,90;-14,62;-8,52;-17,77;0,58;0,42;0,89;1,63;;2.774,73;18,96;-2,77;0,19;489.143.231,76
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00
CSAN3;3,80;;-1,58;4,31;0,12;33,63;2,47;-23,92;15,35;63,65;48,30;13,57;0,38;1,02;-0,16;1,87;-272,42;-7,49;-2,25;0,03;0,77;0,31;24,51;;172.012.774,19;0,88;-2,40;0,12;15.072.969.541,60
CSED3;3,97;12,23;5,32;0,88;0,30;51,06;19,82;9,49;2,55;3,36;0,81;0,28;0,50;3,28;-0,40;1,55;16,46;5,59;18,30;0,34;0,66;0,59;9,51;;3.197.406,65;4,53;0,75;0,13;1.447.233.931,44
CSMG3;52,71;4,27;14,79;2,29;0,93;41,86;23,17;16,14;10,30;13,83;3,53;0,78;2,39;12,48;-1,16;1,60;15,46;6,31;7,72;0,41;0,59;0,39;9,29;10,67;241.542.548,33;23,06;3,56;-5,35;20.043.139.266,99
CSNA3;6,71;;-4,45;0,69;0,09;27,83;9,49;-4,49;2,11;10,87;8,76;2,88;0,20;3,06;-0,13;1,11;-15,55;-2,02;3,56;0,13;0,84;0,45;8,30;;67.986.661,29;9,69;-1,51;0,19;8.898.090.384,37
CSRN3;13,60;;3,15;1,25;0,30;30,69;25,65;16,67;2,05;4,81;2,77;1,69;0,52;2,25;-0,44;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,08;2.273.440.192,00
CSRN5;15,10;;3,50;1,39;0,33;30,69;25,65;16,67;2,27;4,81;2,77;1,69;0,58;2,50;-0,49;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,09;2.273.440.192,00
CSRN6;15,50;;3,59;1,43;0,34;30,69;25,65;16,67;2,33;4,81;2,77;1,69;0,60;2,57;-0,50;1,75;39,74;9,57;17,47;0,24;0,76;0,57;8,29;16,12;;10,87;4,32;0,09;2.273.440.192,00
CSUD3;17,60;13,37;7,23;1,54;0,89;41,38;16,62;15,90;6,92;7,42;0,50;0,11;1,15;14,92;-1,33;1,22;21,28;12,27;14,80;0,58;0,42;0,77;6,42;16,81;2.600.619,85;11,44;2,43;0,64;735.680.000,00
CTAX3;0,56;;-0,88;0,17;0,01;23,00;13,93;-3,70;0,23;2,82;2,59;1,83;0,03;-0,05;-0,02;0,37;-18,75;-1,50;21,25;0,08;0,92;0,41;-13,90;;5.011,81;3,38;-0,63;0,01;14.957.799,36
CTCA3;0,00;;0,00;0,00;0,00;66,80;36,23;46,00;0,00;-2,73;-2,73;-0,36;0,00;0,00;0,00;4,33;16,82;12,59;6,69;0,75;0,25;0,27;6,85;14,84;;4,01;0,67;0,00;0,00
CTKA3;46,39;;4,68;3,59;0,39;45,30;10,85;8,06;3,48;7,18;4,13;4,27;0,38;1,20;-1,16;1,96;76,83;8,35;13,16;0,11;0,89;1,04;14,83;-5,24;4.639,00;12,91;9,92;-0,10;252.534.914,23
CTKA4;35,77;;3,61;2,77;0,30;45,30;10,85;8,06;2,68;7,18;4,13;4,27;0,29;0,93;-0,89;1,96;76,83;8,35;13,16;0,11;0,89;1,04;14,83;-5,24;52.083,05;12,91;9,92;-0,07;252.534.914,23
CTNM3;7,13;;-0,52;-0,24;0,07;-6,90;-109,23;-89,63;-0,43;-2,70;-2,48;;0,46;-0,13;-0,09;0,27;-47,26;-13,83;-120,86;-0,29;1,29;0,15;-24,09;;;-29,11;-13,76;0,01;113.580.609,02
CTNM4;0,86;;-0,06;-0,03;0,01;-6,90;-109,23;-89,63;-0,05;-2,70;-2,48;;0,06;-0,02;-0,01;0,27;-47,26;-13,83;-120,86;-0,29;1,29;0,15;-24,09;;;-29,11;-13,76;0,00;113.580.609,02
CTSA3;2,00;;-0,09;0,14;0,02;-143,89;-304,16;-453,89;-0,13;-2,31;-2,18;2,38;0,39;-0,05;-0,02;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;122,20;14,25;-23,20;0,00;13.912.390,00
CTSA4;1,29;;-0,06;0,09;0,01;-143,89;-304,16;-453,89;-0,08;-2,31;-2,18;2,38;0,25;-0,03;-0,02;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;615,91;14,25;-23,20;0,00;13.912.390,00
CTSA8;0,00;;0,00;0,00;0,00;-143,89;-304,16;-453,89;0,00;-2,31;-2,18;2,38;0,00;0,00;0,00;0,28;-162,82;-23,97;-34,34;0,15;0,85;0,05;-40,11;;;14,25;-23,20;0,00;13.912.390,00
CURY3;31,73;13,28;9,18;6,33;1,58;39,71;24,02;18,37;7,02;6,73;-0,29;-0,26;1,69;5,46;-3,90;1,94;68,95;17,19;38,33;0,25;0,69;0,94;36,37;45,95;146.881.465,19;5,01;3,46;0,19;9.774.350.157,62
CVCB3;1,50;;-7,45;1,96;0,21;97,66;17,49;-7,10;3,02;3,92;0,89;0,58;0,53;-1,03;-0,47;0,73;-26,34;-2,84;20,54;0,11;0,89;0,40;18,96;;39.289.713,40;0,76;-0,20;-0,19;788.386.645,50
CXSE3;17,71;7,40;12,10;3,86;3,56;;;;11,19;10,96;-0,23;-0,08;;54,29;-4,15;1,86;31,89;29,42;30,17;0,92;0,08;0,00;;19,94;61.745.306,62;4,59;1,46;1,11;53.130.000.000,00
CYRE3;22,52;12,12;5,21;0,97;0,39;32,66;24,12;20,81;4,49;6,64;2,15;0,46;1,08;0,92;-0,89;3,78;18,60;7,40;10,64;0,40;0,55;0,36;19,77;2,34;169.701.041,95;23,25;4,33;0,33;10.287.136.000,00
CYRE4;20,49;;4,74;0,88;0,35;32,66;24,12;20,81;4,09;6,64;2,15;0,46;0,99;0,84;-0,81;3,78;18,60;7,40;10,64;0,40;0,55;0,36;19,77;2,34;11.528.835,81;23,25;4,33;0,30;10.287.136.000,00
DASA3;3,10;;-3,74;0,57;0,22;31,40;8,92;-10,87;4,56;10,70;6,14;0,76;0,41;3,33;-0,30;1,30;-15,14;-5,84;0,03;0,39;0,61;0,54;9,67;;5.860.011,57;5,47;-0,83;0,44;3.890.521.848,80
DESK3;18,15;0,81;34,24;1,48;0,55;60,98;31,58;4,95;5,36;8,42;3,06;0,85;1,69;9,84;-0,67;1,41;4,34;1,59;10,32;0,37;0,62;0,32;48,79;18,09;9.308.237,20;12,23;0,53;-1,08;2.109.342.960,45
DEXP3;7,11;7,86;6,14;0,83;0,54;16,52;10,04;7,41;4,53;4,03;-0,50;-0,09;0,46;1,16;-1,48;3,80;13,54;8,81;9,93;0,65;0,35;1,19;16,52;3,62;889.950,90;8,55;1,16;-0,69;874.283.527,57
DEXP4;7,10;8,07;6,13;0,83;0,54;16,52;10,04;7,41;4,53;4,03;-0,50;-0,09;0,45;1,15;-1,48;3,80;13,54;8,81;9,93;0,65;0,35;1,19;16,52;3,62;14.984,62;8,55;1,16;-0,69;874.283.527,57
DIRR3;13,40;16,54;8,32;3,28;0,50;40,11;23,83;18,16;6,34;7,02;0,68;0,35;1,51;1,37;-0,96;4,26;39,35;6,02;17,45;0,15;0,82;0,33;23,68;49,27;93.137.392,29;4,09;1,61;0,29;6.974.700.000,00
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04
DMVF3;6,95;;14,68;0,38;0,18;28,80;3,20;0,87;3,98;4,57;0,59;0,06;0,13;10,56;-0,26;1,06;2,60;1,21;8,50;0,47;0,53;1,39;21,57;187,00;1.509.863,45;18,20;0,47;-3,64;351.689.751,90
DOHL3;6,48;0,66;1.707,95;0,71;0,48;19,49;-0,99;0,05;-81,41;-79,51;-7,56;0,07;0,81;1,01;-1,14;5,05;0,04;0,03;-1,01;0,67;0,33;0,59;3,61;-67,89;651,00;9,12;0,00;-15,98;433.214.065,95
